"RGcgc_ApprovalNo","RGcgc_PrevApprovalNo","RGcgc_ApprovalItemCode","RGcgc_ExecScheduledDate","RGcgc_RepaymentLimitDay","RGcgc_CommodityCode","RGcgc_SecurityCode","RGcgc_ExecScheduledMoney","RGcgc_InterestRate","RGcgc_InterestRateApplyDvsn","RGcgc_InterestSupplyRate","RGcgc_VariableInterestCode","RGcgc_SlideRange","RGcgc_StandardSpread","RGcgc_RepaymentWayCode","RGcgc_RepayIntervalCode","RGcgc_RepaymentInterestCode","RGcgc_RepayInterestIntrvlCode","RGcgc_FirstRepayInterestDate","RGcgc_FirstRepayDate","RGcgc_BeforeExecMoney","RGcgc_BeforeInterestRate","RGcgc_RootManagementNo","RGcgc_BonusTotalMoney","RGcgc_FixedContractualRate","RGcgc_VariableContractualRate","RGcgc_StepRateAppliedDate","RGcgc_StepRate","RGcgc_StepPeriod","RGcgc_CapitalUseDetailDivision","RGcgc_RepayDay","RGcgc_FractionDivision","RGcgc_DeferInterestIntrvlCode","RGcgc_RepayCount1","RGcgc_EveryRepayMoney2","RGcgc_BonusRepayMoney","RGcgc_BonusRepayCount","RGcgc_BonusBeginDate","RGcgc_BonusMonth1","RGcgc_BonusMonth2","RGcgc_StartRepayDate1","RGcgc_RepayDay1","RGcgc_LastRepayDate1","RGcgc_RepayIntervalCode1","RGcgc_IncreaseDecreaseMoney1","RGcgc_StartRepayDate2","RGcgc_RepayDay2","RGcgc_LastRepayDate2","RGcgc_RepayIntervalCode2","RGcgc_IncreaseDecreaseMoney2","RGcgc_StartRepayDate3","RGcgc_RepayDay3","RGcgc_LastRepayDate3","RGcgc_RepayIntervalCode3","RGcgc_IncreaseDecreaseMoney3","RGcgc_StartRepayDate4","RGcgc_RepayDay4","RGcgc_LastRepayDate4","RGcgc_RepayIntervalCode4","RGcgc_IncreaseDecreaseMoney4","RGcgc_StartRepayDate5","RGcgc_RepayDay5","RGcgc_LastRepayDate5","RGcgc_RepayIntervalCode5","RGcgc_IncreaseDecreaseMoney5","RGcgc_EveryRepayMoney3","RGcgc_ApprovalTypeCode","RGcgc_CapitalUseDivision","RGcgc_JikkouDate","RGcgc_TanpoKubun","RGcgc_KyokudoFlg","RGcgc_AccruedDelayInterest","RGcgc_BillLimitDate","RGcgc_InterestSettledDate","RGcgc_FixInerestTerm","RGcgc_InerestSelectDivision","RGcgc_ResponsibilityDivision","RGcgc_RepaymentDivision","RGcgc_BNSOldRateInterest","RGcgc_BNSSumFlag","RGcgc_BNSAccruedTMoney","RGcgc_BNSAccruedIMoney","RGcgc_RegularProfitMargin","RGcgc_DelayInterestMoney","RGcgc_DelayInterestCalcEndDate","RGcgc_ManagemntCreditFlag","RGcgc_TimeLimitExStopFlag","RGcgc_InterestApplyStartDiv","RGcgc_PrincipalCounterItem","RGcgc_InterestCounterItem","RGcgc_PrcpInterestCollDate","RGcgc_NowConditionStartDate","RGcgc_RegularInterestEndDate","RGcgc_AccountStartDate","RGcgc_FinalHolidayRevisedDiv","RGcgc_NextInterestSelectDiv","RGcgc_NextInterestMoney","RGcgc_NextRate","RGcgc_NextRateApplyDate","RGcgc_ExecuteStopFlag","RGcgc_SyokaiRibaraiDate","RGcgc_ConsumerLoanFlag","RGcgc_ConditionChangeDate","RGcgc_ConditionChangeFlag","RGcgc_LastRepayInterestDate","RGcgc_LastRateEndDate","RGcgc_OverdraftInterestMoney","RGcgc_PaymentInSubrogationFlag","RGcgc_AdditionalInterestMoney","RGcgc_NotFixedFormSumMoney","RGcgc_InsideAmount","RGcgc_FloatingLowerRate","RGcgc_AccruedDelayMoney","RGcgc_AccruedTMoney","RGcgc_AccruedIMoney","RGcgc_ReturnInterestMoney","RGcgc_TreatProfitMargin","RGcgc_InterestCollectedEndDate","RGcgc_InterestCollectedDate","RGcgc_InterestCalcDate","RGcgc_LatestCalcMoveDate","RGcgc_Rollover","RGcgc_GroupInsuranceDivision","RGcgc_FloatingUpperRate","RGcgc_InstallmentChangeDiv","RGcgc_InstallmentBaseYears","RGcgc_RegularInterestCount","RGcgc_NoFloatingBDivideFlag","RGcgc_SyokaiHensaiDate","RGcgc_LastLimitDate","RGcgc_FinalDivideExecuteDate","RGcgc_KyokudonaiZandaka","RGcgc_KyokudoZandaka","RGcgc_KijituTo","InsertDateTime","InsertUserNo","UpdateDateTime","UpdateUserNo"
"19300059","19300057","R_RINGIKAMOKU33","20301111","20320706","10001",,1000000,2.80000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20301206","20301206",,,,,,,,,,"R_SIKINSITOM230","06",,,20,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2",,"10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20301206",,,,,,2019/10/09 11:05:32,"014001      ",2019/10/09 11:05:32,"014001      "
"19300131","19300123","R_RINGIKAMOKU40","20210405","20220405",,,1000000,3.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/01/09 10:05:21.993,"31001       ",2020/01/09 10:05:21.993,"31001       "
"19300134","19300123","R_RINGIKAMOKU40","20210405","20220405",,,1000000,3.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/01/09 15:49:30.863,"31001       ",2020/01/09 15:49:30.863,"31001       "
"19300135","19300123","R_RINGIKAMOKU40","20210405","20220405",,,1000000,3.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/01/09 15:53:40.310,"31001       ",2020/01/09 15:53:40.310,"31001       "
"20300000","19300145","R_RINGIKAMOKU33","20201125","20220806","60231","4050",100000,0.03000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20201206","20210106",,,,,,,,,,"R_SIKINSITOM357","06","R_ADJHASU2",,20,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20210106",,,,,,2020/05/12 14:03:55.563,"0000001     ",2020/05/12 14:03:55.563,"0000001     "
"20300003","20300002","R_RINGIKAMOKU33","20220210","20220609","0010001",,750,2.00000,,,"R_RIRITUHENDO02",,,"R_HENSAIHOU5",,"R_RIBARAIHOU1","R_RBRKANKAKU1","20220301",,,,,,,,,,,"R_SIKINSITOM357","01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"10",0,,,,,,,,,,,,,,,,,,,,,"20200101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020/05/13 10:32:34.903,"31001       ",2020/05/13 10:32:34.903,"31001       "
"20300015","20300014","R_RINGIKAMOKU33","20200708","20300731","52131","4050",100000,0.60000,,,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,,,,,,"R_SIKINSITOM355","31","R_ADJHASU0",,120,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,"20200708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/29 11:48:14.327,"10001       ",2020/06/29 11:48:14.327,"10001       "
"20300018","20300016","R_RINGIKAMOKU33","20200708","20300731","52200","4050",1000000,0.60000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,120,8587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/29 13:29:34.063,"10001       ",2020/06/29 13:29:34.063,"10001       "
"20300019","20300017","R_RINGIKAMOKU33","20200708","20300731","52131","4050",1000000,0.60000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM355","31","R_ADJHASU0",,120,8587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/29 13:36:56.317,"10001       ",2020/06/29 13:36:56.317,"10001       "
"20300025","20300022","R_RINGIKAMOKU33","20200708","20220731","52131","4050",1000000,1.00000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM360","31","R_ADJHASU0",,24,42102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/29 16:28:12.560,"10001       ",2020/06/29 16:28:12.560,"10001       "
"20300028","20300026","R_RINGIKAMOKU33","20200708","20220731","52200","4050",37000000,0.60000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,24,1551320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/29 17:50:41.263,"10001       ",2020/06/29 17:50:41.263,"10001       "
"20300029","20300027","R_RINGIKAMOKU33","20200708","20220731","52131","4050",10900000,1.00000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.90000,,,,"R_SIKINSITOM355","31","R_ADJHASU0",,24,458912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/29 17:53:41.150,"10001       ",2020/06/29 17:53:41.150,"10001       "
"20300033","20300027","R_RINGIKAMOKU33","20200708","20220731","52131","4050",10900000,1.00000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM355","31","R_ADJHASU0",,24,458912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/29 20:26:22.433,"10001       ",2020/06/29 20:26:22.433,"10001       "
"20300034","20300013","R_RINGIKAMOKU33","20200708","20220731","52200","4050",37000000,0.60000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,24,1551320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/30 11:18:45.123,"10001       ",2020/06/30 11:18:45.123,"10001       "
"20300036","20300035","R_RINGIKAMOKU33","20200708","20220731","52131","4050",100000,0.60000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,24,4192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/30 11:41:05.663,"10001       ",2020/06/30 11:41:05.663,"10001       "
"20300038","20300037","R_RINGIKAMOKU33","20200708","20220731","52131","4050",100000,0.60000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM355","31","R_ADJHASU0",,24,4192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/06/30 12:09:41.670,"10001       ",2020/06/30 12:09:41.670,"10001       "
"20300045","20300027","R_RINGIKAMOKU33","20200708","20220731","52131","4050",10900000,1.00000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM355","31","R_ADJHASU0",,24,458912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/07/14 15:57:27.323,"10001       ",2020/07/14 15:57:27.323,"10001       "
"20300051","20300027","R_RINGIKAMOKU33","20200708","20220731","52131","4050",10900000,1.00000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM355","31","R_ADJHASU0",,24,458912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/07/22 10:05:03.790,"10001       ",2020/07/22 10:05:03.790,"10001       "
"20300058","20300027","R_RINGIKAMOKU33","20310708","20220731","10304","4050",10900000,1.00000,,,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20200831","20200831",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM355","31","R_ADJHASU0",,24,458912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,"00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20200831",,,,,,2020/07/27 11:34:36.030,"10001       ",2020/07/27 11:34:36.030,"10001       "
"20300063","20300002","R_RINGIKAMOKU33","20220210","20220609","0010001",,750,2.00000,,,"R_RIRITUHENDO02",,,"R_HENSAIHOU5",,"R_RIBARAIHOU1","R_RBRKANKAKU1","20220301",,,,,,,,,,,"R_SIKINSITOM357","01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"10",0,,,,,,,,,,,,,,,,,,,,,"20200101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,750,,2020/08/19 11:57:17.480,"31001       ",2020/08/19 11:57:17.480,"31001       "
"20300066","20300012","R_RINGIKAMOKU33","20200911","20220506","10304",,100000000,3.00000,,,"R_RIRITUHENDO01",,0.00000,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20201006","20201006",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM354","06","R_ADJHASU2",,20,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20201006",,,,,,2020/08/19 14:18:26.817,"31001       ",2020/08/19 14:18:26.817,"31001       "
"20300067","20300012","R_RINGIKAMOKU33","20200911","20220506","10304",,100000000,3.00000,,,"R_RIRITUHENDO01",,0.00000,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20201006","20201006",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM354","06","R_ADJHASU2",,20,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20201006",,,,,,2020/08/19 14:26:31.463,"31001       ",2020/08/19 14:26:31.463,"31001       "
"20300068","20300012","R_RINGIKAMOKU33","20200911","20220506","10304",,100000000,3.00000,,,"R_RIRITUHENDO01",,0.00000,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20201006","20201006",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM354","06","R_ADJHASU2",,20,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20201006",,,,,,2020/08/19 15:02:18.833,"31001       ",2020/08/19 15:02:18.833,"31001       "
"20300069","20300012","R_RINGIKAMOKU33","20200911","20220506","10304",,100000000,3.00000,,,"R_RIRITUHENDO01",,0.00000,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20201006","20201006",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM354","06","R_ADJHASU2",,20,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"10",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20201006",,,,,,2020/08/19 15:14:25.840,"31001       ",2020/08/19 15:14:25.840,"31001       "
"20300095","18300264","R_RINGIKAMOKU33","20190415","20201206","60231","4050",500000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20190506","20190506",,,,100,,,,,,"R_SIKINSITOM357","06","R_ADJHASU0",,20,25327,33,3,"201906","06","12",,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190506",,,,,,2021/02/12 16:23:49.597,"31001       ",2021/02/12 16:23:49.597,"31001       "
"23300010","18300259","R_RINGIKAMOKU33","20190415","20241206","60231","4050",500000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20190506","20190506",,,,,,,,,,"R_SIKINSITOM357","06","R_ADJHASU0",,20,25329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,"20190430",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190506",,,,,,2024/02/14 11:23:25.013,"31001       ",2024/02/14 11:23:25.013,"31001       "
"23300011","18300259","R_RINGIKAMOKU33","20190415","20241206","60231","4050",500000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20240506","20240506",,,,,,,,,,"R_SIKINSITOM357","06","R_ADJHASU0",,20,25329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,"20240129",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190506",,,,,,2024/02/14 13:06:56.440,"31001       ",2024/02/14 13:06:56.440,"31001       "
"23300012","18300259","R_RINGIKAMOKU33","20190415","20241206","60231","4050",500000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20240506","20240506",,,,,,,,,,"R_SIKINSITOM357","06","R_ADJHASU0",,20,25329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,"20240129",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190506",,,,,,2024/02/14 13:12:23.993,"31001       ",2024/02/14 13:12:23.993,"31001       "
"23300013","18300259","R_RINGIKAMOKU33","20190415","20241206","60231","4050",500000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20240506","20240506",,,,,,,,,,"R_SIKINSITOM357","06","R_ADJHASU0",,20,25329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,"20240129",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190506",,,,,,2024/02/14 13:14:54.943,"31001       ",2024/02/14 13:14:54.943,"31001       "
"23300014","18300259","R_RINGIKAMOKU33","20190415","20241206","60231","4050",500000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20240506","20240506",,,,,,,,,,"R_SIKINSITOM357","06","R_ADJHASU0",,20,25329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,"20240129",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190506",,,,,,2024/02/14 13:34:57.530,"31001       ",2024/02/14 13:34:57.530,"31001       "
"23300015","18300259","R_RINGIKAMOKU33","20190415","20241206","60231","4050",500000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20240506","20240506",,,,,,,,,,"R_SIKINSITOM357","06","R_ADJHASU0",,20,25329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,"20240129",,,,,,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190506",,,,,,2024/02/14 13:48:50.443,"31001       ",2024/02/14 13:48:50.443,"31001       "
"23300026","18300027","R_RINGIKAMOKU33","20180730","20231101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4",,"20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2024/03/22 10:45:23.503,"0000001     ",2024/03/22 10:45:23.503,"0000001     "
"24300005","72479898","R_RINGIKAMOKU33","20240708","20340731","52200","4050",37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20240801","20240801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,120,317752,,,,"03","09",,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202408",,,,,,2024/07/12 11:11:32.327,"10001       ",2024/07/12 11:11:32.327,"10001       "
"24300006","72470005","R_RINGIKAMOKU33","20240708","20340731","52200","4050",37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20240801","20240801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,120,317752,,,,"03","09",,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3","20240708","71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202408",,,,,,2024/07/16 13:37:59.710,"10001       ",2024/07/16 13:37:59.710,"10001       "
"24300022","18300027","R_RINGIKAMOKU33","20180730","20271101","10001","4029",11111,0.10000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","","R_RIBARAIHOU2","R_RBRKANKAKU1","20170330","20170330",,,,,,,,,,"R_SIKINSITOM101","01","",,,,,," "," "," ","201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,"201703"," ","201703","",,,"R_RINGISYURUI4","R_SIKINSITO1","20180730","71",0,,"20170410","20170405","20170330","","",,," ",,,,,"20170330"," "," "," "," "," ","20170330","20170330","20170330","20170330",," ",,,"20170330"," ","20170330"," ","20170330"," ","20170330","20170330",," ",,,,,,,,,,"20170330","20170330","20170330"," ","","",," ",,," ","20190401","20170330","20170330",,,,2024/08/02 11:35:33.610,"001         ",2024/08/02 11:35:33.610,"001         "
