"RGlap_ApprovalNo","RGlap_CustomerId","RGlap_ApprovalTypeCode","RGlap_DealingTypeCode","RGlap_ApprovalItemCode","RGlap_LmtApprovalNo","RGlap_LmtMoney","RGlap_LmtMrgMoney","RGlap_LmtMrgCalcBaseDate","RGlap_LmtStartDate","RGlap_LmtEndDate","RGlap_LmtInterestRate","RGlap_RequestReceiptNo","RGlap_PrevApprovalNo","RGlap_OriginalApprovalNo","RGlap_SettAuthorityCode","RGlap_ExecScheduledDate","RGlap_RepaymentLimitDay","RGlap_CommodityCode","RGlap_SecurityDivision","RGlap_ExecScheduledMoney","RGlap_InterestRate","RGlap_InterestRateApplyType","RGlap_InterestSupplyRate","RGlap_VariableInterestCode","RGlap_SlideRange","RGlap_StandardSpread","RGlap_LoanTotal","RGlap_DepositTotal","RGlap_LoanInterestTotal","RGlap_DepositInterestTotal","RGlap_HeadBranchCalcRate","RGlap_HeadBranchCalcDebitRate","RGlap_HeadBranchCalcCreditRate","RGlap_RelatedRealInterestRate","RGlap_RelatedDpstFinanceRate","RGlap_RelatedAnnualProfits","RGlap_CapitalUseDivision","RGlap_CapitalUseDetailDivision","RGlap_CapitalUseDetailDesc","RGlap_RaiseDetailItem1","RGlap_RaiseDetailItem2","RGlap_RaiseDetailItem3","RGlap_RaiseDetailMoney1","RGlap_RaiseDetailMoney2","RGlap_RaiseDetailMoney3","RGlap_FundsOnHandMoney","RGlap_RepaymentWayCode","RGlap_RepaymentInterestCode","RGlap_FirstRepayInterestDate","RGlap_FirstRepayDate","RGlap_RepayIntervalCode","RGlap_RepayInterestIntrvlCode","RGlap_RepayCapital","RGlap_RepayCount1","RGlap_RepayCount2","RGlap_RepayCount3","RGlap_EveryRepayMoney1","RGlap_EveryRepayMoney2","RGlap_EveryRepayMoney3","RGlap_SecurityFloatingExistFlg","RGlap_SecurityDesc","RGlap_Remarks","RGlap_WideUseApprovalDtls","RGlap_SubTitle","RGlap_SubTitleSupplement","RGlap_ConditionCngTypeCode","RGlap_ConditionExmptCrdtCode","RGlap_ReleaseJdgmntIntrstRate","RGlap_ApplyInterestRate","RGlap_ConditionExemptDesc","RGlap_OldVersionFlag","RGlap_RegisterFlag","RGlap_RenovationFlag","RGlap_DraftDate","RGlap_DraftUserName","RGlap_SecurityCode","RGlap_TempFlag","RGlap_InChargeUserNo","RGlap_InChargeUserName","RGlap_HQInChargeUserNo","RGlap_HQInChargeUserName","RGlap_ChangeStandardDate","RGlap_CreditNo","RGlap_BillLimitDate","RGlap_RootManagementNo","RGlap_SheetCount","RGlap_BonusTotalMoney","RGlap_ForeignMoney","RGlap_MonetaryUnit","RGlap_Reservation","RGlap_RefinanceDivision","RGlap_RefinanceFirstDate","RGlap_RefinanceUseDivision","RGlap_SelectTypeDivision","RGlap_FixedContractualRate","RGlap_VariableContractualRate","RGlap_StepRateAppliedDate","RGlap_StepRate","RGlap_StepPeriod","RGlap_OperateDetailItem1","RGlap_OperateDetailItem2","RGlap_OperateDetailItem3","RGlap_OperateDetailItem4","RGlap_OperateDetailItem5","RGlap_OperateDetailItem6","RGlap_OperateDetailItem7","RGlap_OperateDetailItem8","RGlap_OperateDetailItem9","RGlap_OperateDetailMoney1","RGlap_OperateDetailMoney2","RGlap_OperateDetailMoney3","RGlap_OperateDetailMoney4","RGlap_OperateDetailMoney5","RGlap_OperateDetailMoney6","RGlap_OperateDetailMoney7","RGlap_OperateDetailMoney8","RGlap_OperateDetailMoney9","RGlap_RaiseDetailItem4","RGlap_RaiseDetailItem5","RGlap_RaiseDetailItem6","RGlap_RaiseDetailMoney4","RGlap_RaiseDetailMoney5","RGlap_RaiseDetailMoney6","RGlap_RepayDay","RGlap_FractionDivision","RGlap_DeferInterestIntrvlCode","RGlap_BonusRepayMoney","RGlap_BonusRepayCount","RGlap_BonusBeginDate","RGlap_BonusMonth1","RGlap_BonusMonth2","RGlap_CommissionDivision","RGlap_GroupInsuranceDivision","RGlap_DebtSupport","RGlap_FireInsuranceFlag","RGlap_StartRepayDate1","RGlap_RepayDay1","RGlap_LastRepayDate1","RGlap_RepayIntervalCode1","RGlap_IncreaseDecreaseMoney1","RGlap_StartRepayDate2","RGlap_RepayDay2","RGlap_LastRepayDate2","RGlap_RepayIntervalCode2","RGlap_IncreaseDecreaseMoney2","RGlap_StartRepayDate3","RGlap_RepayDay3","RGlap_LastRepayDate3","RGlap_RepayIntervalCode3","RGlap_IncreaseDecreaseMoney3","RGlap_StartRepayDate4","RGlap_RepayDay4","RGlap_LastRepayDate4","RGlap_RepayIntervalCode4","RGlap_IncreaseDecreaseMoney4","RGlap_StartRepayDate5","RGlap_RepayDay5","RGlap_LastRepayDate5","RGlap_RepayIntervalCode5","RGlap_IncreaseDecreaseMoney5","RGlap_RelatedLoanTotal","RGlap_RelatedDepositTotal","RGlap_RelatedLoanInterestTotal","RGlap_RelatedDpstInterestTotal","RGlap_DraftBranchNo","RGlap_DraftBranchName","RGlap_ExecutionBranchNo","RGlap_StaffFinanceFlag","RGlap_ScheduledCloseMoney","RGlap_SimulScheduledCloseMoney","RGlap_DepositSecurityMny","RGlap_SimulDepositSecurityMny","RGlap_SocietyLoadMoney","RGlap_SimulSocietyLoadMoney","RGlap_AutoJudgeSettAuthority","RGlap_SettAuthorityJudgeDate","RGlap_SettAuthorityJudgeReason","RGlap_RespShareDivision","RGlap_ReceiptYear","RGlap_FixedIntstRateSelectDate","RGlap_AppSlipErrFlag","RGlap_BasisCondUpdateTime","RGlap_AutoCalcEveryRepayMoney2","RGlap_AutoCalcBonusRepayMoney","RGlap_TempAdmitFlag","RGlap_ChushinSecurityFlag","RGlap_ReapplicationCode","RGlap_EstablishmentSupport","RGlap_BusinessAssessment","RGlap_ReapplyPrevApprovalNo","RGlap_BackinApproval","RGlap_RateDownCreditNo","RGlap_NowSelectTypeDivision","RGlap_NowInterestRate","RGlap_SelectTypeDivision1","RGlap_SelectTypeRate1","RGlap_SelectTypeDivision2","RGlap_SelectTypeRate2","RGlap_SelectTypeDivision3","RGlap_SelectTypeRate3","RGlap_SelectTypeDivision4","RGlap_SelectTypeRate4","RGlap_SelectTypeDivision5","RGlap_SelectTypeRate5","RGlap_SelectTypeDivision6","RGlap_SelectTypeRate6","RGlap_SelectTypeDivision7","RGlap_SelectTypeRate7","RGlap_ConditionApprovalFlag","InsertDateTime","InsertUserNo","UpdateDateTime","UpdateUserNo"
"C18323333",345393,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU33","",,," "," "," ",,"00531100",,"","R_KESSAIKENGE2","20201009","20220606","25400","61",5000000,1.50000,"",,"R_RIRITUHENDO02",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM129","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"R_HENSAIHOU2","R_RIBARAIHOU2","202011","202011","R_KANKAKU1","R_RBRKANKAKU1","ï‘çœå¥éë",120,,,,42000,2000,1,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,0,0,2018/06/27 14:53:20.120,"ãNàƒé“ñº","1001",0,"145122","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,," ",,,,,"","","R_KARIKAEKBN1","20171003","R_SIKINSITOM129","",,,,,,"ä˘ë›ï‘çœ","ê^êÖ","","","","","","","",1864000,3136000,,,,,,,,"","","",,,,"31","R_ADJHASU2",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"006","éOèéxìX","006",0,,,,,,,"R_KESSAIKENGE2",2018/06/27 18:36:04.660,"åàçœå†å¿îªíËóùóR","R_RSPNSBLTY2"," ",,0,2018/06/27 15:40:10.850,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2018/06/27 14:53:20.120,"145122      ",2018/07/03 17:15:11.560,"0           "
"C18323334",519525,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU32","",,," "," "," ",,"00531086",,"","R_KESSAIKENGE3","20201009","20220606","10900","52",12000000,1.80000,"",,"R_RIRITUHENDO02",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM128","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"R_HENSAIHOU1","R_RIBARAIHOU2","202011","202011","","R_RBRKANKAKU1","ï‘çœå¥éë",1,,,,,,1,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,0,0,2018/06/27 14:54:20.507,"ãNàƒé“ñº","",0,"582729","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,,"20190710",,,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,,"31","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"017","è„íπâHéxìX",,0,,,,,,,,,"åàçœå†å¿îªíËóùóR",""," ",,0,2018/06/27 14:54:20.507,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2018/06/27 14:54:20.507,"582729      ",2018/06/27 14:54:20.507,"582729      "
"C18323335",524266,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU33","",,," "," "," ",,"00531110",,"","R_KESSAIKENGE2","20201009","20220606","62231","71",33800000,0.85000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,,,,,,,,,,,,"R_SIKINSITO3","R_SIKINSITOM351","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"R_HENSAIHOU4","R_RIBARAIHOU1","202011","202011","R_KANKAKU1","R_RBRKANKAKU1","ï‘çœå¥éë",420,,,,93067,,1,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,0,0,2018/06/27 14:54:37.647,"ãNàƒé“ñº","4050",0,"130805","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,," ",,,,,"","",""," ","","R_KINRIKBN99",-1.60000,-1.82500,,,,"ìyín","åöï®","","","","","","","",19220000,14580000,,,,,,,,"","","",,,,"31","R_ADJHASU0",,0,," "," "," ","","R_DANSINKBN1",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"067","â∫í√ó—éxìX","171",0,,,,,,,"R_KESSAIKENGE2",2018/07/02 17:47:00.353,"åàçœå†å¿îªíËóùóR",""," ",,0,2018/07/02 16:16:12.150,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2018/06/27 14:54:37.647,"146078      ",2018/07/05 12:38:20.973,"116474      "
"C18323336",404767,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU33","",,," "," "," ",,"00531104",,"","R_KESSAIKENGE2","20201009","20220606","20107","61",17000000,1.80000,"",,"R_RIRITUHENDO02",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM105","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"R_HENSAIHOU2","R_RIBARAIHOU2","202011","202011","R_KANKAKU1","R_RBRKANKAKU1","ï‘çœå¥éë",120,,,,141000,221000,0,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,0,0,2018/06/27 14:55:17.100,"ãNàƒé“ñº","1001",0,"122590","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,," ",,,,,"","","R_KARIKAEKBN1","20150226","R_SIKINSITOM105","",,,,,,"èÿ-3013ï‘çœ","èÿ-3014ï‘çœ","â^ì]éëã‡","","","","","","",12000000,3456000,1544000,,,,,,,"","","",,,,"31","R_ADJHASU2",,,," "," "," ","","R_DANSINKBN2",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"112","òZínë†éxìX","112",0,,,,,,,"R_KESSAIKENGE2",2018/07/05 9:08:04.187,"åàçœå†å¿îªíËóùóR","R_RSPNSBLTY2"," ",,0,2018/06/27 14:55:17.100,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2018/06/27 14:55:17.100,"136416      ",2018/07/05 9:15:13.617,"0           "
"C18323337",7234,"R_RINGISYURUI1","R_TORIHIKISYU3","R_RINGIKAMOKU31","09064825",12000000,12000000,"20180130","20180130","20180930",1.87500,"00531115",,"","R_KESSAIKENGE1","20201009","20220606","00001","10",3227539,1.87500,"",,"R_RIRITUHENDO02",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM103","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"","","202011","202011","","","ï‘çœå¥éë",,,,,,,0,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,1,0,2018/06/27 14:55:46.720,"ãNàƒé“ñº","",0,"590954","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,"310001106"," ",,2,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"051","í|ìcéxìX","051",0,,,,,,,"R_KESSAIKENGE1",2018/06/27 15:09:05.980,"åàçœå†å¿îªíËóùóR",""," ",,0,2018/06/27 15:00:42.703,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2018/06/27 14:55:46.720,"590954      ",2018/06/29 3:59:37.767,"0           "
"C18323338",474856,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU33","",,," "," "," ",,"00519418","18306287","","R_KESSAIKENGE2","20201009","20220606","10912","52",39500000,1.00000,"R_RIRITUTEKI03",,"R_RIRITUHENDO02",,-1.92500,,,,,,,,,,,"R_SIKINSITO2","R_SIKINSITOM230","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"R_HENSAIHOU4","R_RIBARAIHOU1","202011","202011","R_KANKAKU1","R_RBRKANKAKU1","ï‘çœå¥éë",171,,,,247939,,0,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,1,0,2018/06/27 14:56:20.733,"ãNàƒé“ñº","",0,"127471","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,"330003009"," ",,,,,"","","R_KARIKAEKBN2","20171024","R_SIKINSITOM230","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,,"31","R_ADJHASU0",,0,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"079","ãTâ™âwëOéxìX","079",0,,,,,,,"R_KESSAIKENGE2",2018/06/27 16:23:30.380,"åàçœå†å¿îªíËóùóR",""," ",,0,2018/06/27 15:28:17.350,,,0,0,"R_SAISINSEI01","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2018/06/27 14:56:20.733,"127471      ",2018/07/03 4:16:25.023,"0           "
"C18323339",7516,"R_RINGISYURUI3",,,,,,,,,,"",,,"R_KESSAIKENGE2","20201009","20220606",,,,,,,"R_RIRITUHENDO02",,,,,,,,,,,,,,,"éëã‡égìrè⁄ç◊ê‡ñæ",,,,,,,,,,"202011","202011",,,"ï‘çœå¥éë",,,,,,,,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe","R_SUBTITLE0503","å¿íËç™ï€èÿêlâèú",,,,,"èåèä…òaï‚ë´ê‡ñæ",0,1,0,2018/06/27 14:56:59.843,"ãNàƒé“ñº",,0,"118710","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"007","ã„èéxìX","007",,,,,,,,"R_KESSAIKENGE2",2018/06/27 15:05:23.547,"åàçœå†å¿îªíËóùóR",,,,0,2018/06/27 14:56:59.843,,,0,0,"",,,,0,"","",,"",,"",,"",,"",,"",,"",,"",,0,2018/06/27 14:56:59.843,"118710      ",2018/06/30 4:01:20.140,"0           "
"C18323341",6283,"R_RINGISYURUI4","R_TORIHIKISYU1","R_RINGIKAMOKU33",,,,,,,,"00531114","17324236","08062350","R_KESSAIKENGE2","20201009","20220606","20300","61",2000000,3.10000,"",,"R_RIRITUHENDO02",,0.00000,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM101","éëã‡égìrè⁄ç◊ê‡ñæ",,,,,,,,"R_HENSAIHOU1","R_RIBARAIHOU2","202011","202011","R_KANKAKU0","R_RBRKANKAKU1","ï‘çœå¥éë",1,,,,,,0,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,0,0,2018/06/27 14:57:44.573,"ãNàƒé“ñº","1001",0,"583700","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº","20180702",,,,,0,,,,,,,,0.00000,0.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31","",,0,0," "," "," ",,,,," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",,,,,,,,"R_KESSAIKENGE2",2018/06/27 15:04:40.937,"åàçœå†å¿îªíËóùóR","R_RSPNSBLTY2",,,0,2018/06/27 14:57:44.573,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0","",0,,,,,,,,,,,,,,,,,,0,2018/06/27 14:57:44.573,"583700      ",2018/06/28 18:45:08.283,"0           "
"C18323342",404767,"R_RINGISYURUI1","R_TORIHIKISYU2","R_RINGIKAMOKU38","",,," "," "," ",,"00531107",,"","R_KESSAIKENGE2","20201009","20220606","10001","52",10000000,1.80000,"R_RIRITUTEKI03",,"R_RIRITUHENDO02",,-1.12500,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM129","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"R_HENSAIHOU9","R_RIBARAIHOU1","202011","202011","","R_RBRKANKAKU1","ï‘çœå¥éë",,,,,0,,0,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,0,0,2018/06/27 14:58:04.787,"ãNàƒé“ñº","",0,"122590","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,," ",,,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,,"31","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"112","òZínë†éxìX","112",0,,,,,,,"R_KESSAIKENGE2",2018/07/05 10:32:38.983,"åàçœå†å¿îªíËóùóR",""," ",,0,2018/06/27 14:58:04.787,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2018/06/27 14:58:04.787,"136416      ",2018/07/05 10:48:55.050,"130496      "
"C18323343",6283,"R_RINGISYURUI4","R_TORIHIKISYU1","R_RINGIKAMOKU33",,,,,,,,"00531118","17324240","14353714","R_KESSAIKENGE1","20201009","20220606","20840","61",40344000,1.80000,"",,"R_RIRITUHENDO02",,0.00000,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM129","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"R_HENSAIHOU2","R_RIBARAIHOU2","202011","202011","R_KANKAKU1","R_RBRKANKAKU1","ï‘çœå¥éë",70,,,,458000,8742000,1,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,0,0,2018/06/27 14:58:59.707,"ãNàƒé“ñº","1001",0,"583700","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº","20180702",,,,,0,,"","","",,,,0.00000,0.00000,,,,"èÿ3015ï‘çœ","èÿ3016ï‘çœ","ê^êÖ","","","","","","",31591000,8148000,15261000,,,,,,,"","","",,,,"31","R_ADJHASU2",,0,0," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"001","ñ{ìXâcã∆ïî","001",0,,,,,,,"R_KESSAIKENGE1",2018/06/27 15:08:11.413,"åàçœå†å¿îªíËóùóR","R_RSPNSBLTY9"," ",,0,2018/06/27 14:58:59.707,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0","",0,,,,,,,,,,,,,,,,,,0,2018/06/27 14:58:59.707,"583700      ",2018/06/27 17:15:08.170,"0           "
"C18323344",450284,"R_RINGISYURUI3",,,,,,,,,,"",,,"R_KESSAIKENGE1","20201009","20220606",,,,,,,"R_RIRITUHENDO02",,,,,,,,,,,,,,,"éëã‡égìrè⁄ç◊ê‡ñæ",,,,,,,,,,"202011","202011",,,"ï‘çœå¥éë",,,,,,,,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe","R_SUBTITLE1703","è§ïiï®åèÅ@ä˘ë∂åöï®ñ≈é∏ìoãLÅió\íËí ÇËÅj",,,,,"èåèä…òaï‚ë´ê‡ñæ",0,1,0,2018/06/27 14:59:22.107,"ãNàƒé“ñº",,0,"132196","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102","åjç‚éxìX","102",,,,,,,,"R_KESSAIKENGE1",2018/06/29 10:28:54.950,"åàçœå†å¿îªíËóùóR",,,,0,2018/06/28 17:18:15.927,,,0,0,"",,,,0,"","",,"",,"",,"",,"",,"",,"",,"",,0,2018/06/27 14:59:22.107,"132196      ",2018/06/30 4:01:15.953,"0           "
"C18323345",439673,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU31","",,," "," "," ",,"00530784",,"","R_KESSAIKENGE2","20201009","20220606","00001","10",4840000,2.00000,"",,"R_RIRITUHENDO02",,,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM103","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"","","202011","202011","","","ï‘çœå¥éë",,,,,,,0,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,1,0,2018/06/27 15:00:16.680,"ãNàƒé“ñº","",0,"144629","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,"310001027"," ",,1,,,"","",""," ","","",,,,,,"","","","","","","","","",,,,,,,,,,"","","",,,," ","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"053","êºè¨ëqéxìX","053",0,,,,,,,"R_KESSAIKENGE2",2018/06/27 16:05:43.173,"åàçœå†å¿îªíËóùóR",""," ",,0,2018/06/27 16:00:55.957,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2018/06/27 15:00:16.680,"144629      ",2018/06/30 4:01:16.680,"0           "
"C18323346",158,"R_RINGISYURUI4","R_TORIHIKISYU2","R_RINGIKAMOKU38",,300000000,0,"20180501","20150924","20180630",0.60000,"00531099","18303104","15344399","R_KESSAIKENGE2","20201009","20220606","10001","10",300000000,0.60000,"R_RIRITUTEKI03",,"R_RIRITUHENDO02",,-2.32500,,,,,,,,,,,"R_SIKINSITO1","R_SIKINSITOM129","éëã‡égìrè⁄ç◊ê‡ñæ","","","",,,,,"R_HENSAIHOU9","R_RIBARAIHOU2","202011","202011","","R_RBRKANKAKU1","ï‘çœå¥éë",,,,,0,,0,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,1,0,2018/06/27 15:00:39.930,"ãNàƒé“ñº","",0,"142463","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº","20180601","610191835",,,,,,"","","",,,,,,,,,"â^ì]éëã‡","","","","","","","","",100000000,,,,,,,,,"","","",,,,"31","",,,," "," "," ","","",,""," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"120","ìcï”âwëOéxìX","120",0,,,,,,,"R_KESSAIKENGE2",2018/06/27 15:08:44.433,"åàçœå†å¿îªíËóùóR",," ",,0,2018/06/27 15:00:39.930,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0","",0,,,,,,,,,,,,,,,,,,0,2018/06/27 15:00:39.930,"142463      ",2018/06/30 4:01:20.063,"0           "
"C18323347",524020,"R_RINGISYURUI1","R_TORIHIKISYU1","R_RINGIKAMOKU33","",,," "," "," ",,"00530023",,"","R_KESSAIKENGE2","20201009","20220606","50257","71",33000000,1.00000,"",,"R_RIRITUHENDO02",,,,,,,,,,,,,"R_SIKINSITO3","R_SIKINSITOM351","éëã‡égìrè⁄ç◊ê‡ñæ","é©å»éëã‡","","",3080000,,,,"R_HENSAIHOU4","R_RIBARAIHOU1","202011","202011","R_KANKAKU1","R_RBRKANKAKU1","ï‘çœå¥éë",420,,,,93154,,1,"íSï€ñæç◊","ì¡ãLéñçÄ","îƒóp‚gãcì‡óe",,,,,,,"èåèä…òaï‚ë´ê‡ñæ",0,0,0,2018/06/27 15:01:08.503,"ãNàƒé“ñº","4050",0,"32","åªç›ÇÃèàóùíSìñé“ñº",,"ñ{ïîêRç∏íSìñé“ñº",,," ",,,,,"","",""," ","","",,,,,,"ìyín","åöï®","","","","","","","",14350000,21730000,,,,,,,,"","","",,,,"31","R_ADJHASU0",,0,," "," "," ","","R_DANSINKBN1",,"UMU1"," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",," "," "," ","",,,,,,"070","ìcï”éxìX","070",0,,,,,,,"R_KESSAIKENGE2",2018/06/27 16:20:54.470,"åàçœå†å¿îªíËóùóR",""," ",,0,2018/06/27 15:03:21.880,,,0,0,"","R_SOGYOSHIEN0","R_JIGYOHYOKA0",,0,,,,,,,,,,,,,,,,,,0,2018/06/27 15:01:08.503,"585466      ",2018/07/05 15:45:05.897,"60111       "
